ffo_bat_usage_niveau_1_txt;code_departement_insee;periode_construction;sum_batiment;sum_logement;sum_logement_vacant;sum_logement_loue;sum_logement_sociaux;sum_hlm;sum_logement_proprio;sum_shab;sum_sloc
Résidentiel collectif;42;P2;2839;51994;7859;29438;22019;21989;14039;3360595;4215897
Résidentiel collectif;42;P3;2023;46126;5861;24788;18598;18598;14495;3164087;4060624
Résidentiel collectif;42;P4;1011;12627;1504;8073;4662;4662;2883;850077;1181453
Résidentiel collectif;42;P5;676;8403;808;5619;2435;2435;1906;576379;817908
Résidentiel collectif;42;P6;885;8943;968;5569;3876;3876;1403;612021;881883
Résidentiel collectif;42;;903;11162;1561;5599;2972;2948;3660;761316;1010433
Résidentiel collectif;43;P0;3739;12466;3611;5363;269;269;3215;765180;1174093
Résidentiel collectif;43;P1;936;2987;823;1127;52;52;970;192308;297697
Résidentiel collectif;43;P2;1122;6529;1233;3517;2199;2199;1661;435089;612439
Résidentiel collectif;43;P3;1252;8065;1256;4381;2153;2132;2169;529216;730238
Résidentiel collectif;43;P4;503;2670;339;1616;637;637;628;184243;270812
Résidentiel collectif;43;P5;253;1489;216;910;354;354;340;102701;148128
Résidentiel collectif;43;P6;332;1997;255;984;428;428;359;126612;191799
Résidentiel collectif;43;;529;2520;483;1271;524;524;699;170623;243051
Résidentiel collectif;44;2021;1;13;0;0;0;0;0;696;779
Résidentiel collectif;44;P0;5389;32613;5574;17979;405;362;8288;1651855;2249756
Résidentiel collectif;44;P1;1585;7976;1104;3947;655;655;2663;407225;542770
Résidentiel collectif;44;P2;4226;61933;6184;34976;22037;22030;20063;3835707;4922341
Résidentiel collectif;44;P3;1910;46740;3926;23415;14396;14243;18569;2756683;3574818
Résidentiel collectif;44;P4;2153;45525;3956;26643;9467;9408;13901;2336494;3127422
Résidentiel collectif;44;P5;1591;30247;2362;21654;6821;6376;5784;1633997;2170678
Résidentiel collectif;44;P6;2011;48956;4404;31613;14316;14234;7534;2732488;3706077
Résidentiel collectif;44;;1971;33225;2762;17849;9201;9050;11766;1998238;2544016
Résidentiel collectif;45;P0;5255;21699;5288;11314;547;541;4716;1112920;1604860
Résidentiel collectif;45;P1;549;2241;469;1144;153;153;565;124785;181927
Résidentiel collectif;45;P2;1574;26879;3398;17365;13440;13071;5854;1706956;2164179
Résidentiel collectif;45;P3;1091;27238;3610;17482;12893;12578;5950;1668959;2181827
Résidentiel collectif;45;P4;983;16546;2058;11175;6318;6284;2625;884026;1140312
Résidentiel collectif;45;P5;438;6157;832;4507;1495;1454;758;361024;517287
Résidentiel collectif;45;P6;510;8433;999;5594;2455;2409;891;472231;664403
Résidentiel collectif;45;;425;7107;1032;4441;3374;3374;1383;434640;565843
Résidentiel collectif;46;P0;2171;7281;1955;3475;366;366;1622;430584;662821
Résidentiel collectif;46;P1;257;764;205;360;27;27;178;45651;72173
Résidentiel collectif;46;P2;575;3364;601;2029;1178;1178;669;208076;277566
Résidentiel collectif;46;P3;582;3581;655;1768;724;725;887;208705;300812
Résidentiel collectif;46;P4;635;3232;618;2015;1167;1167;519;188261;262297
Résidentiel collectif;46;P5;223;1371;211;735;191;191;243;80255;110168
Résidentiel collectif;46;P6;184;823;142;483;260;260;67;48529;65860
Résidentiel collectif;46;;197;1094;214;642;119;119;209;61004;86384
Résidentiel collectif;47;P0;3229;11123;3138;6246;69;69;1508;655830;903430
Résidentiel collectif;47;P1;274;843;203;483;2;2;144;51037;74022
Résidentiel collectif;47;P2;837;6708;1192;4436;2534;2534;1002;431991;568761
Résidentiel collectif;47;P3;577;5415;1027;3381;1952;1952;849;329016;437620
Résidentiel collectif;47;P4;556;4865;749;3535;1152;1152;466;267084;336940
Résidentiel collectif;47;P5;310;3348;535;2522;686;686;240;181276;237034
Résidentiel collectif;47;P6;322;1711;245;920;196;196;187;104982;135308
Résidentiel collectif;47;;484;3841;660;2440;859;859;482;221249;281656
Résidentiel collectif;48;P0;1794;5287;1260;1722;33;33;2054;298575;440482
Résidentiel collectif;48;P1;357;1079;288;297;0;0;429;64395;100676
Résidentiel collectif;48;P2;774;3198;537;1445;919;802;999;204213;287809
Résidentiel collectif;48;P3;793;3681;629;1540;642;561;1194;233154;331076
Résidentiel collectif;48;P4;367;1961;287;1185;533;280;327;114444;159956
Résidentiel collectif;48;P5;185;690;96;347;33;33;228;44572;63697
Résidentiel collectif;48;P6;154;575;62;303;166;166;137;37247;50429
Résidentiel collectif;48;;251;1005;129;429;177;169;318;60078;86122
Résidentiel collectif;49;P0;5759;25063;4120;16643;353;229;3908;1226413;1720888
Résidentiel collectif;49;P1;399;1477;231;875;47;47;345;76484;107197
Résidentiel collectif;49;P2;1334;21558;2050;15281;11406;9928;4042;1388822;1788285
Résidentiel collectif;49;P3;1172;31817;2391;23512;15487;13888;5538;1989314;2507564
Résidentiel collectif;49;P4;827;14782;1198;10884;3704;2995;2443;796631;1055494
Résidentiel collectif;49;P5;554;10636;1024;8321;3956;3158;1113;586171;815386
Résidentiel collectif;49;P6;588;10349;707;7025;4310;3888;1146;595461;818754
Résidentiel collectif;49;;431;6212;573;4420;2337;2210;1124;389878;493634
Résidentiel collectif;50;P0;2757;11079;2200;5798;345;345;2710;532525;737515
Résidentiel collectif;50;P1;296;1186;232;533;6;6;386;60416;84284
Résidentiel collectif;50;P2;1545;16199;2083;12326;10350;10350;1592;1009742;1287343
Résidentiel collectif;50;P3;654;13964;1172;10915;9380;9332;1647;877934;1058718
Résidentiel collectif;50;P4;378;3730;383;2173;691;691;1051;198075;257258
Résidentiel collectif;50;P5;252;3311;357;2265;432;412;540;184651;235646
Résidentiel collectif;50;P6;238;2379;240;1369;812;812;265;133408;173942
Résidentiel collectif;50;;395;4665;596;2904;1458;1440;1106;272517;348238
Résidentiel collectif;51;P0;3796;17371;4320;9724;283;283;3056;887573;1240669
Résidentiel collectif;51;P1;2388;12480;2789;6875;342;342;2534;697716;1009841
Résidentiel collectif;51;P2;1634;34802;4870;25146;23524;23157;4417;2248146;2812457
Résidentiel collectif;51;P3;792;30398;3935;21661;19802;19788;4581;2020498;2529507
Résidentiel collectif;51;P4;868;14406;1668;10739;6709;6602;1784;916382;1195533
Résidentiel collectif;51;P5;470;8282;876;6510;3388;3288;761;541119;685161
Résidentiel collectif;51;P6;510;9821;1318;6051;4088;4030;1388;586104;794843
Résidentiel collectif;51;;556;11458;1576;7751;6124;5971;1936;768779;988664
Résidentiel collectif;52;P0;1229;4276;1366;2070;64;64;696;276756;427862
Résidentiel collectif;52;P1;136;521;118;314;90;90;81;31744;47470
Résidentiel collectif;52;P2;478;7531;1421;5352;5516;5516;622;471429;604088
Résidentiel collectif;52;P3;322;6184;922;4305;4069;4069;761;401942;515289
Résidentiel collectif;52;P4;367;2339;428;1674;1023;1023;205;166791;208545
Résidentiel collectif;52;P5;107;1124;150;906;726;726;54;81332;97790
Résidentiel collectif;52;P6;116;711;107;467;276;276;42;48929;60221
Résidentiel collectif;52;;144;2448;505;1774;1834;1834;121;170641;214000
Résidentiel collectif;53;P0;2215;8343;2001;5122;211;211;1090;413977;593194
Résidentiel collectif;53;P1;104;377;98;219;0;0;51;18451;26399
Résidentiel collectif;53;P2;403;6747;873;4705;3880;3881;1130;444784;559539
Résidentiel collectif;53;P3;336;6418;605;4897;3820;3821;708;392170;499105
Résidentiel collectif;53;P4;341;4217;581;3037;1013;1013;537;232928;293678
Résidentiel collectif;53;P5;109;1399;145;1068;478;478;150;88329;114561
Résidentiel collectif;53;P6;184;1573;230;984;532;532;129;93513;118017
Résidentiel collectif;53;;241;2709;340;1915;1193;1193;383;162146;204014
Résidentiel collectif;54;2021;1;6;0;0;0;0;0;132;132
Résidentiel collectif;54;P0;11747;51126;10529;28506;929;927;11135;3210998;4812688
Résidentiel collectif;54;P1;3646;15338;2740;8491;681;681;3872;964046;1458743
Résidentiel collectif;54;P2;3312;38159;5396;23469;16279;16079;8796;2525646;3337896
Résidentiel collectif;54;P3;1735;38360;4650;25707;15200;14873;7539;2348503;3014390
Résidentiel collectif;54;P4;1240;13913;1698;9654;3775;3630;2225;852653;1144835
Résidentiel collectif;54;P5;1015;11001;1118;8014;3891;3891;1786;745509;1009867
Résidentiel collectif;54;P6;909;10125;975;6496;4173;4129;1105;635875;861357
Résidentiel collectif;54;;822;9151;1564;5632;3345;3259;1812;595505;793811
Résidentiel collectif;55;P0;2305;8135;2844;3958;218;218;1212;539276;834281
Résidentiel collectif;55;P1;906;3058;832;1559;42;42;595;210134;335275
Résidentiel collectif;55;P2;522;5355;1152;3678;3039;2986;479;353263;457692
Résidentiel collectif;55;P3;378;5141;1405;2929;3235;3235;402;342137;415407
Résidentiel collectif;55;P4;290;1674;388;1098;564;495;134;119421;156825
Résidentiel collectif;55;P5;181;946;182;577;205;205;132;68372;86301
Résidentiel collectif;55;P6;149;801;182;457;277;277;85;54219;70614
Résidentiel collectif;55;;153;1088;258;587;418;417;230;79019;103508
Résidentiel collectif;56;P0;2727;10316;2245;5045;161;161;2734;529128;747301
Résidentiel collectif;56;P1;924;3431;687;1711;89;89;948;177515;250037
Résidentiel collectif;56;P2;3743;26745;3306;15788;8575;8563;7147;1666551;2189499
Résidentiel collectif;56;P3;2174;29827;2533;14069;8846;8846;12405;1644118;2198365
Résidentiel collectif;56;P4;1724;19518;1768;11505;4176;4176;5565;1028742;1342998
Résidentiel collectif;56;P5;1065;13943;1133;9219;3079;3045;3309;794016;1066297
Résidentiel collectif;56;P6;798;11641;997;6807;3444;3444;2382;675870;913030
Résidentiel collectif;56;;784;9760;940;4102;1488;1488;4231;520310;697097
Résidentiel collectif;57;P0;11181;43057;9121;21935;1886;1864;11061;3083643;4644706
Résidentiel collectif;57;P1;5560;19716;3442;10190;879;879;5661;1387133;2102251
Résidentiel collectif;57;P2;9546;66767;9764;41735;20847;20372;14255;4671297;6598677
Résidentiel collectif;57;P3;3039;38368;5460;23946;15485;14987;8390;2576169;3431336
Résidentiel collectif;57;P4;3300;27655;3723;16896;6364;6239;6763;1923132;2639602
Résidentiel collectif;57;P5;1869;17584;2508;10646;3220;2901;4130;1206926;1717957
Résidentiel collectif;57;P6;1707;16556;1939;9343;5272;5170;2964;1071998;1504245
Résidentiel collectif;57;;3169;27125;3744;15495;7643;7623;7587;1878129;2526555
Résidentiel collectif;58;P0;3712;12360;4075;5434;252;252;2624;703462;1103050
Résidentiel collectif;58;P1;426;1614;473;638;164;164;374;94598;137877
Résidentiel collectif;58;P2;627;8506;2215;4747;4482;4482;1448;530940;684901
Résidentiel collectif;58;P3;413;6776;1545;4227;3959;3959;891;410277;516052
Résidentiel collectif;58;P4;144;1583;384;973;686;686;196;92547;119943
Résidentiel collectif;58;P5;111;904;175;687;206;206;35;49134;63360
Résidentiel collectif;58;P6;63;453;104;237;122;122;44;26180;32765
Résidentiel collectif;58;;150;2529;467;1707;1675;1675;308;161767;193908
Résidentiel collectif;59;P0;15001;71241;16573;46070;3201;3163;7264;3219573;4264732
Résidentiel collectif;59;P1;4440;20567;4208;12740;1892;1892;3216;1096847;1463054
Résidentiel collectif;59;P2;5137;73672;9069;52775;41711;41493;11276;4546045;5730880
Résidentiel collectif;59;P3;3150;93546;9700;70235;56089;56023;12507;5777074;6863031
Résidentiel collectif;59;P4;2775;48259;5879;33786;16776;16764;8052;2679774;3393151
Résidentiel collectif;59;P5;2742;39267;4743;29579;12735;12622;4696;2282065;2844529
Résidentiel collectif;59;P6;2686;50000;5238;33584;22072;21648;4685;2852970;3503196
Résidentiel collectif;59;;2076;38674;4250;28380;20117;20117;5753;2345642;2859089
Résidentiel collectif;60;P0;3119;14754;3080;8297;340;329;3010;735028;1004563
Résidentiel collectif;60;P1;463;2720;616;1460;269;269;511;147201;199901
Résidentiel collectif;60;P2;1595;30526;2794;23051;18617;18385;4414;1939020;2371650
Résidentiel collectif;60;P3;1056;29060;2882;21808;18817;18165;3958;1790404;2072491
Résidentiel collectif;60;P4;1257;17783;2142;12531;7370;7083;2772;1026202;1295858
Résidentiel collectif;60;P5;769;10214;1199;7342;3529;3530;1361;543445;683572
Résidentiel collectif;60;P6;697;9953;737;6631;4919;4696;1021;572843;721087
Résidentiel collectif;60;;877;11986;1319;8877;6993;6940;1643;732953;875421
Résidentiel collectif;61;P0;1909;7320;2176;3927;291;291;857;354396;515783
Résidentiel collectif;61;P1;130;601;160;218;8;8;118;30375;45088
Résidentiel collectif;61;P2;886;10630;1939;7508;6943;6928;867;621208;803949
Résidentiel collectif;61;P3;427;8237;1483;5785;5481;5377;673;472167;583294
Résidentiel collectif;61;P4;293;2338;365;1617;742;737;172;119146;157138
Résidentiel collectif;61;P5;119;1608;202;1156;236;236;116;94080;124347
Résidentiel collectif;61;P6;120;919;115;681;474;428;43;51720;68819
Résidentiel collectif;61;;210;2113;411;1311;886;813;289;125761;166885
Résidentiel collectif;62;P0;4043;16929;4273;10060;575;575;2246;824908;1081807
Résidentiel collectif;62;P1;2349;10439;2464;6440;810;810;1283;532566;714597
Résidentiel collectif;62;P2;3616;30085;5296;19579;14609;14609;4820;1814430;2336695
Résidentiel collectif;62;P3;1448;38763;4599;27335;26905;26906;6292;2342089;2825509
Résidentiel collectif;62;P4;1529;21525;2300;13329;6786;6760;5676;1181747;1514517
Résidentiel collectif;62;P5;1165;15225;1827;11083;5281;5281;2208;891360;1108595
Résidentiel collectif;62;P6;898;12215;1596;8392;6205;6084;1133;748637;921077
Résidentiel collectif;62;;1370;19626;2758;10742;9038;9039;5850;1123589;1394493
Résidentiel collectif;63;P0;7061;29920;7411;15170;816;816;6040;1664557;2440708
Résidentiel collectif;63;P1;2085;9585;1835;5071;955;955;2194;535345;760618
Résidentiel collectif;63;P2;2830;32590;3789;18688;9888;9863;9332;1982477;2624728
Résidentiel collectif;63;P3;1689;25615;2600;14895;8036;8036;7110;1606247;2089634
Résidentiel collectif;63;P4;1115;14717;1315;10253;3959;3959;2654;818867;1167811
Résidentiel collectif;63;P5;871;11216;902;7664;3640;3512;1951;656109;907612
Résidentiel collectif;63;P6;878;11807;781;7751;5262;5262;1600;667869;932744
Résidentiel collectif;63;;1971;21748;2582;12295;5980;5864;5737;1287319;1713067
Résidentiel collectif;64;2021;1;4;0;0;0;0;0;251;314
Résidentiel collectif;64;P0;9058;39351;7770;15689;430;430;14589;2571944;3503376
Résidentiel collectif;64;P1;2498;10475;1436;3231;216;216;5316;680895;914803
Résidentiel collectif;64;P2;4352;39698;4361;18710;9311;8987;15667;2673437;3448281
Résidentiel collectif;64;P3;2997;35988;3574;15376;5969;5963;16038;2218467;2957351
Résidentiel collectif;64;P4;1982;26839;2311;13415;5106;5089;9814;1531472;2092837
Résidentiel collectif;64;P5;1621;20119;2278;11763;3663;3513;5778;1201436;1650944
Résidentiel collectif;64;P6;1479;21419;1991;11169;6431;6431;5492;1280782;1823079
Résidentiel collectif;64;;2153;22856;2449;9758;4108;3479;9943;1412889;1891004
Résidentiel collectif;65;P0;3416;14064;4073;4496;187;133;4464;803210;1126714
Résidentiel collectif;65;P1;905;3876;988;1469;294;287;1203;224713;317315
Résidentiel collectif;65;P2;2382;16761;3336;7306;3931;3645;5318;1074131;1377519
Résidentiel collectif;65;P3;1399;18210;2054;5112;3217;3171;9619;958430;1250546
Résidentiel collectif;65;P4;597;6566;865;2079;1032;496;2590;325461;430057
Résidentiel collectif;65;P5;314;4564;598;1887;820;740;904;234108;315651
Résidentiel collectif;65;P6;237;1452;302;579;386;386;298;87517;113799
Résidentiel collectif;65;;497;4534;673;1307;413;393;1699;229531;311819
Résidentiel collectif;66;P0;6732;23497;5903;9389;747;551;7361;1257136;1747244
Résidentiel collectif;66;P1;2378;7823;1565;3371;500;500;2663;455671;638289
Résidentiel collectif;66;P2;5236;34966;4960;14056;4350;4145;14901;2104832;2736337
Résidentiel collectif;66;P3;4403;49989;4670;13081;4149;4148;30651;2318554;3169826
Résidentiel collectif;66;P4;1988;16513;1931;7097;2178;2178;6797;923546;1315893
Résidentiel collectif;66;P5;1586;11300;1223;6933;1785;1785;2935;682893;940685
Résidentiel collectif;66;P6;1473;12297;1325;7214;4127;4079;1680;757878;1044336
Résidentiel collectif;66;;1136;8700;1011;3076;751;751;4319;472727;638701
Résidentiel collectif;67;P0;13985;61395;9428;32695;3489;3167;17192;4310343;6391424
Résidentiel collectif;67;P1;6454;26158;2817;14378;4295;3713;8278;1910551;2825457
Résidentiel collectif;67;P2;6829;59699;5354;38292;22947;15713;14931;4269069;5875770
Résidentiel collectif;67;P3;5236;66035;6285;37181;11849;9514;21205;4380214;6118736
Résidentiel collectif;67;P4;4541;49503;4445;28323;7162;5589;15868;3232422;4716464
Résidentiel collectif;67;P5;2306;24480;1799;15801;4892;3451;6512;1669533;2479817
Résidentiel collectif;67;P6;2562;36421;3364;20558;9007;6165;7636;2232133;3335039
Résidentiel collectif;67;;1370;15577;1418;9571;4556;3619;4400;1093077;1497939
Résidentiel collectif;68;P0;12115;44705;9418;20806;2649;2635;12974;3029185;4727189
Résidentiel collectif;68;P1;5533;19271;3027;8816;2951;2949;6899;1352281;2205054
Résidentiel collectif;68;P2;4347;37593;4691;21311;14739;14569;11013;2681331;3712255
Résidentiel collectif;68;P3;2604;36531;4588;20096;11423;11352;11053;2419466;3229313
Résidentiel collectif;68;P4;2851;27574;3094;15781;6809;6760;8129;1884692;2733854
Résidentiel collectif;68;P5;1445;15266;1627;9195;2964;2811;3931;1046218;1553349
Résidentiel collectif;68;P6;1296;12298;1218;6611;2843;2670;2505;843021;1265063
Résidentiel collectif;68;;1357;12385;1538;6566;3348;3331;3798;858818;1217096
Résidentiel collectif;69;2021;1;4;0;0;0;0;0;300;320
Résidentiel collectif;69;P0;18249;139241;20005;77659;7785;7645;37858;8407392;11665017
Résidentiel collectif;69;P1;3235;31162;4339;19010;8916;7703;7164;1779576;2319979
Résidentiel collectif;69;P2;4710;145740;14398;80940;53544;51733;48610;9767379;12031713
Résidentiel collectif;69;P3;3412;130208;11415;68249;44278;40155;48766;9222188;11976433
Résidentiel collectif;69;P4;3498;89035;6784;53473;21673;19652;27432;5659513;7879429
Résidentiel collectif;69;P5;2334;55556;4784;37094;11655;10467;12552;3197476;4506539
Résidentiel collectif;69;P6;2817;78284;9208;42740;23749;21027;15634;4364221;6032233
Résidentiel collectif;69;;2516;45633;4476;24327;13477;12109;16322;3101026;4138267
Résidentiel collectif;70;P0;3714;12947;3447;6579;468;468;2676;915257;1410914
Résidentiel collectif;70;P1;332;1128;257;570;56;56;286;76143;119593
Résidentiel collectif;70;P2;563;5328;853;3807;3186;3146;585;359012;492402
Résidentiel collectif;70;P3;473;6450;824;4278;3302;3284;1167;407518;519617
Résidentiel collectif;70;P4;493;2679;350;1951;863;863;312;190028;253130
Résidentiel collectif;70;P5;200;1036;132;764;131;131;133;75124;100354
Résidentiel collectif;70;P6;185;1006;88;679;303;303;97;72203;101756
Résidentiel collectif;70;;300;2002;384;1110;680;674;482;140836;194306
Résidentiel collectif;71;P0;9506;32881;8624;14933;1030;959;8589;2113384;3409670
Résidentiel collectif;71;P1;1226;4276;947;2032;620;620;1193;268105;425986
Résidentiel collectif;71;P2;1571;23895;4203;15233;12963;12921;4175;1536651;1951571
Résidentiel collectif;71;P3;1129;25330;4011;15952;12698;12125;4874;1650426;2044520
Résidentiel collectif;71;P4;631;6184;880;3957;2163;1716;1204;417914;562773
Résidentiel collectif;71;P5;337;3458;382;2467;1117;995;565;229897;310328
Résidentiel collectif;71;P6;338;3361;482;2059;1727;1059;361;221197;305450
Résidentiel collectif;71;;445;5407;745;3151;1756;1568;1351;352071;466225
Résidentiel collectif;72;P0;2553;10344;2747;6161;401;401;1300;494420;711486
Résidentiel collectif;72;P1;325;1637;304;1076;347;347;238;79225;109223
Résidentiel collectif;72;P2;850;20930;2478;15461;13976;13976;2780;1315800;1623750
Résidentiel collectif;72;P3;551;16090;1739;11405;9205;9208;2739;997986;1242378
Résidentiel collectif;72;P4;405;8938;1037;6362;2734;2734;1163;469555;631794
Résidentiel collectif;72;P5;178;3832;401;2924;1036;1036;433;221877;290238
Résidentiel collectif;72;P6;173;3115;401;1940;1201;1202;390;179089;249224
Résidentiel collectif;72;;403;6648;962;3854;1935;1936;1739;399147;509224
Résidentiel collectif;73;2021;3;17;0;0;0;0;2;1161;1672
Résidentiel collectif;73;P0;5568;21217;3831;6975;388;352;9419;1286629;1953845
Résidentiel collectif;73;P1;1633;6685;956;2359;511;509;2943;425341;647748
Résidentiel collectif;73;P2;4766;42066;3978;14102;7493;7253;22062;2423432;3382813
Résidentiel collectif;73;P3;4758;76389;4207;17645;11956;11846;47759;3511400;4644647
Résidentiel collectif;73;P4;2632;31834;1818;10123;5343;5142;13818;1769205;2417382
Résidentiel collectif;73;P5;1839;16789;1082;6480;2055;1850;5858;1043856;1462203
Résidentiel collectif;73;P6;1657;15870;1415;6421;2827;2552;5930;1011250;1465802
Résidentiel collectif;73;;1404;17386;1382;5473;3424;3357;8172;962882;1327058
Résidentiel collectif;74;P0;6711;23324;3450;7711;297;283;10889;1576607;2366674
Résidentiel collectif;74;P1;2991;11948;1620;3790;195;181;5937;765699;1161231
Résidentiel collectif;74;P2;8180;57132;5220;21195;7807;7395;28582;3665340;5106167
Résidentiel collectif;74;P3;7822;104881;7578;33137;14468;13933;60354;5635521;7589720
Résidentiel collectif;74;P4;4683;51836;3610;21376;10369;8809;24194;3196893;4448477
Résidentiel collectif;74;P5;3273;35327;2885;17055;5635;4820;12759;2246163;3197328
Résidentiel collectif;74;P6;3543;44696;3509;18723;10517;8495;15837;2889459;4319087
Résidentiel collectif;74;;2044;22116;1653;7811;2362;2280;11885;1308906;1801246
Résidentiel collectif;75;P0;37057;670928;73799;317114;26506;21052;253885;33737567;44286894
Résidentiel collectif;75;P1;4726;172621;17581;106830;61964;56419;43399;8926806;10769925
Résidentiel collectif;75;P2;3317;157309;12492;81326;38555;34823;59460;9318924;12614413
Résidentiel collectif;75;P3;2552;149359;11162;90580;52642;43864;44350;8588680;12259795
Résidentiel collectif;75;P4;2824;94904;7518;59788;37191;27740;25058;5702911;7935639
Résidentiel collectif;75;P5;494;14492;1716;9985;8181;5333;2487;712786;977852
Résidentiel collectif;75;P6;665;27470;3784;14919;15080;11200;5308;1394152;2014093
Résidentiel collectif;75;;2306;75475;6289;44071;23917;20049;23110;4228170;5727649
Résidentiel collectif;76;P0;8304;45838;11836;25992;1031;998;7095;2175463;2851275
Résidentiel collectif;76;P1;779;4952;1041;2938;1165;1155;850;246138;319780
Résidentiel collectif;76;P2;3540;76763;8896;54581;45779;44180;12611;4829975;6069426
Résidentiel collectif;76;P3;1490;49005;6549;34810;31395;29894;7069;3074466;3663424
Résidentiel collectif;76;P4;1419;25506;3711;17479;10045;9593;4138;1516164;1926397
Résidentiel collectif;76;P5;946;19442;2720;14250;7296;7171;2179;1126298;1413673
Résidentiel collectif;76;P6;1059;23352;3145;15685;11759;11014;1857;1381127;1789816
Résidentiel collectif;76;;2534;46744;6168;31072;23890;23177;9108;2972390;3571664
Résidentiel collectif;77;P0;7086;31501;6799;16962;966;900;7116;1573347;2218528
Résidentiel collectif;77;P1;878;4427;781;2469;392;392;1053;222331;313006
Résidentiel collectif;77;P2;1848;43521;5114;29855;26819;25927;8085;2799881;3421326
Résidentiel collectif;77;P3;1817;47357;5000;29545;24471;24247;11735;3070110;3776623
Résidentiel collectif;77;P4;2532;49517;5729;28846;14378;13594;13998;2617008;3346887
Résidentiel collectif;77;P5;1554;29873;3533;19113;7544;6708;6982;1577220;1907277
Résidentiel collectif;77;P6;1792;41424;5624;20197;14217;13019;9483;2226825;2808153
Résidentiel collectif;77;;1804;40572;3755;23108;15968;15413;13276;2616279;3240042
Résidentiel collectif;78;P0;5831;36309;5309;17155;1410;1330;12849;2002979;2738766
Résidentiel collectif;78;P1;1424;10125;1515;5432;2062;2054;2687;501151;670590
Résidentiel collectif;78;P2;3207;114252;8234;60787;43564;37313;43886;7548721;9785297
Résidentiel collectif;78;P3;1845;72110;5646;39377;28917;25823;25328;4865338;6142315
Résidentiel collectif;78;P4;2141;43854;4101;25322;13944;11912;13930;2541043;3327594
Résidentiel collectif;78;P5;1198;23177;2325;14351;6385;5431;5693;1273891;1682644
Résidentiel collectif;78;P6;1494;45356;5155;23881;18927;15974;9999;2420911;3182241
Résidentiel collectif;78;;2305;53357;4361;28663;19735;16695;19710;3569094;4496103
Résidentiel collectif;79;P0;1467;5886;1586;3830;198;193;378;266776;346748
Résidentiel collectif;79;P1;79;282;94;173;0;0;13;14073;18894
Résidentiel collectif;79;P2;385;5129;655;4022;3356;3348;400;317658;376549
Résidentiel collectif;79;P3;345;4841;601;3425;1712;1712;766;264235;343065
Résidentiel collectif;79;P4;251;3167;509;2332;903;903;291;156580;202646
Résidentiel collectif;79;P5;137;2137;244;1690;324;324;139;111870;142348
Résidentiel collectif;79;P6;120;1210;190;826;429;429;86;65141;79999
Résidentiel collectif;79;;175;1830;247;1374;757;723;183;106862;137385
Résidentiel collectif;80;P0;2196;10038;2134;6425;213;206;1217;345439;442279
Résidentiel collectif;80;P1;806;3636;857;2199;205;205;463;154123;207870
Résidentiel collectif;80;P2;1371;16684;3082;11100;8384;8276;2220;1007486;1367989
Résidentiel collectif;80;P3;439;14358;1724;10329;8907;8742;1980;906910;1109051
Résidentiel collectif;80;P4;968;12446;1864;8132;3295;3281;1872;605713;768196
Résidentiel collectif;80;P5;571;7408;1135;5018;1719;1528;963;395032;501197
Résidentiel collectif;80;P6;583;8427;1190;5391;3507;3507;795;432238;538280
Résidentiel collectif;80;;883;8954;1157;5351;2883;2818;2216;505798;641906
Résidentiel collectif;81;P0;4187;14987;3928;8360;373;349;2285;927942;1305423
Résidentiel collectif;81;P1;496;1529;367;780;96;96;338;100758;151047
Résidentiel collectif;81;P2;1098;8168;1290;5865;4945;4899;878;546664;710116
Résidentiel collectif;81;P3;938;8113;1358;5670;4064;4023;963;492299;646306
Résidentiel collectif;81;P4;640;6275;917;4086;1130;1104;1112;323000;425352
Résidentiel collectif;81;P5;368;2685;386;1729;525;525;354;158575;206094
Résidentiel collectif;81;P6;415;2808;388;1743;896;896;280;156173;203118
Résidentiel collectif;81;;541;4014;592;2745;1330;1313;593;253280;332652
Résidentiel collectif;82;P0;2406;9150;2058;5244;277;264;1609;588783;804668
Résidentiel collectif;82;P1;399;1277;241;745;27;27;261;76633;106279
Résidentiel collectif;82;P2;617;4806;617;3153;1465;1369;944;318227;400706
Résidentiel collectif;82;P3;481;4214;536;2675;1471;1471;889;274586;358862
Résidentiel collectif;82;P4;614;4646;572;3276;627;587;716;281324;365715
Résidentiel collectif;82;P5;371;2548;311;1955;670;670;251;162255;213530
Résidentiel collectif;82;P6;315;1724;255;1030;334;334;164;104253;139031
Résidentiel collectif;82;;210;1645;255;1147;263;263;235;99807;132478
Résidentiel collectif;83;P0;16323;62582;11954;28554;584;521;19581;3262246;4463819
Résidentiel collectif;83;P1;3346;12946;1925;5182;44;40;5327;715983;948207
Résidentiel collectif;83;P2;9597;80807;7772;32347;7328;6137;38236;4995511;6464745
Résidentiel collectif;83;P3;7847;124785;9885;39924;15534;13727;70785;6598577;9187951
Résidentiel collectif;83;P4;3446;40907;3388;14260;4771;4517;20939;2380198;3489865
Résidentiel collectif;83;P5;2527;28783;3172;14712;3410;3092;9438;1702827;2490597
Résidentiel collectif;83;P6;2490;35645;3364;17341;7520;7390;9361;2083513;2994603
Résidentiel collectif;83;;3303;38829;3130;12450;2199;2098;21397;2124542;2873438
Résidentiel collectif;84;P0;7772;28373;7161;13577;378;360;6570;1609641;2196678
Résidentiel collectif;84;P1;982;3632;785;1891;441;441;827;218405;291810
Résidentiel collectif;84;P2;2468;29320;4069;19306;12919;11886;5543;1940149;2354686
