ffo_bat_usage_niveau_1_txt;ffo_bat_mat_mur_txt;code_departement_insee;periode_construction;sum_batiment;sum_logement;sum_logement_vacant;sum_logement_loue;sum_logement_sociaux;sum_hlm;sum_logement_proprio;sum_shab;sum_sloc
Résidentiel collectif;agglo;53;P5;3;225;20;202;173;173;3;13569;15878
Résidentiel collectif;agglo;53;P6;2;13;2;11;9;9;0;750;1010
Résidentiel collectif;agglo;54;P0;492;2069;454;1191;29;29;385;125628;183068
Résidentiel collectif;agglo;54;P1;249;908;167;533;43;43;190;51456;76019
Résidentiel collectif;agglo;54;P2;726;9911;1385;5744;3448;3322;2663;631521;796000
Résidentiel collectif;agglo;54;P3;398;7145;945;4711;2840;2840;1411;435149;561036
Résidentiel collectif;agglo;54;P4;149;1707;134;1351;819;819;182;110019;140098
Résidentiel collectif;agglo;54;P5;98;1310;177;1014;808;808;113;89224;112055
Résidentiel collectif;agglo;54;P6;37;679;44;560;400;371;72;45651;58976
Résidentiel collectif;agglo;55;P0;41;185;65;100;38;38;18;11436;16072
Résidentiel collectif;agglo;55;P1;54;184;42;102;7;7;39;10723;16935
Résidentiel collectif;agglo;55;P2;113;1551;323;1104;885;885;110;98270;123025
Résidentiel collectif;agglo;55;P3;89;1483;301;957;996;996;84;98202;113622
Résidentiel collectif;agglo;55;P4;17;176;16;159;154;154;1;13585;16266
Résidentiel collectif;agglo;55;P5;8;254;27;170;84;84;11;16257;21301
Résidentiel collectif;agglo;55;P6;3;12;4;7;4;4;0;908;948
Résidentiel collectif;agglo;56;P0;212;905;178;457;38;38;250;44356;60633
Résidentiel collectif;agglo;56;P1;135;561;115;273;28;28;159;27786;37490
Résidentiel collectif;agglo;56;P2;1751;12427;1378;7426;3570;3570;3411;756687;985849
Résidentiel collectif;agglo;56;P3;1029;14990;1248;6753;3913;3913;6582;812156;1073602
Résidentiel collectif;agglo;56;P4;364;4856;368;3099;1266;1266;1346;262513;336961
Résidentiel collectif;agglo;56;P5;105;1815;109;1318;516;516;377;104978;137609
Résidentiel collectif;agglo;56;P6;46;781;84;555;324;324;89;45164;60370
Résidentiel collectif;agglo;57;P0;413;1482;322;720;57;57;408;111384;168285
Résidentiel collectif;agglo;57;P1;318;1253;257;655;145;145;318;82437;119046
Résidentiel collectif;agglo;57;P2;1483;11589;1681;7404;3965;3965;2243;788102;1081411
Résidentiel collectif;agglo;57;P3;764;7927;1260;4960;2868;2657;1590;518395;718556
Résidentiel collectif;agglo;57;P4;519;3968;599;2389;831;831;944;273926;364626
Résidentiel collectif;agglo;57;P5;162;2023;302;1246;608;561;380;139361;190994
Résidentiel collectif;agglo;57;P6;69;923;128;616;415;359;148;61554;83858
Résidentiel collectif;agglo;58;P0;88;287;79;131;0;0;74;17223;25791
Résidentiel collectif;agglo;58;P1;61;169;40;70;24;24;57;8981;12871
Résidentiel collectif;agglo;58;P2;137;2520;695;1329;1307;1307;473;151620;190722
Résidentiel collectif;agglo;58;P3;98;1547;388;898;841;841;219;96012;124494
Résidentiel collectif;agglo;58;P4;7;99;9;87;71;71;3;7222;9572
Résidentiel collectif;agglo;58;P5;5;100;6;94;100;100;0;6690;8073
Résidentiel collectif;agglo;58;P6;2;47;3;44;33;33;0;3246;3800
Résidentiel collectif;agglo;59;P0;59;275;66;172;9;9;35;14118;18705
Résidentiel collectif;agglo;59;P1;13;92;18;48;0;0;24;5501;6979
Résidentiel collectif;agglo;59;P2;105;1766;208;1405;1375;1375;138;104717;126220
Résidentiel collectif;agglo;59;P3;130;4325;403;3334;2569;2569;575;272476;330381
Résidentiel collectif;agglo;59;P4;26;424;40;322;220;220;58;26102;31473
Résidentiel collectif;agglo;59;P5;5;115;14;94;86;86;7;5723;6199
Résidentiel collectif;agglo;59;P6;4;93;33;51;57;57;7;5258;6754
Résidentiel collectif;agglo;60;P0;61;314;71;170;10;10;73;15005;19847
Résidentiel collectif;agglo;60;P1;14;161;73;79;35;35;7;6061;8304
Résidentiel collectif;agglo;60;P2;184;4655;331;3841;3318;3311;463;291646;345076
Résidentiel collectif;agglo;60;P3;125;3076;395;2427;2441;2433;224;189447;223376
Résidentiel collectif;agglo;60;P4;173;4018;447;3202;2743;2503;270;230956;280992
Résidentiel collectif;agglo;60;P5;70;1618;138;1129;913;913;176;90789;112851
Résidentiel collectif;agglo;60;P6;39;802;48;609;509;509;79;48759;61797
Résidentiel collectif;agglo;61;P0;57;248;62;148;12;12;35;12454;17969
Résidentiel collectif;agglo;61;P1;12;51;17;25;0;0;5;2641;3556
Résidentiel collectif;agglo;61;P2;186;2699;529;1917;1907;1897;173;152252;191342
Résidentiel collectif;agglo;61;P3;107;2283;344;1639;1493;1407;189;128758;157184
Résidentiel collectif;agglo;61;P4;41;377;44;298;135;129;33;21514;28537
Résidentiel collectif;agglo;61;P5;8;300;51;233;18;18;11;16149;22959
Résidentiel collectif;agglo;61;P6;2;116;18;97;46;0;0;3762;6169
Résidentiel collectif;agglo;62;P0;84;420;113;181;11;11;116;22945;29915
Résidentiel collectif;agglo;62;P1;57;211;39;94;2;2;76;10122;14038
Résidentiel collectif;agglo;62;P2;601;3587;619;2019;889;889;896;207491;267826
Résidentiel collectif;agglo;62;P3;147;2840;314;2019;1988;1988;480;173593;204865
Résidentiel collectif;agglo;62;P4;47;854;59;752;592;592;41;53560;63950
Résidentiel collectif;agglo;62;P5;24;660;76;539;393;393;44;47124;55157
Résidentiel collectif;agglo;62;P6;7;158;18;130;142;142;2;11333;13103
Résidentiel collectif;agglo;63;P0;203;830;223;420;38;38;165;43118;61020
Résidentiel collectif;agglo;63;P1;184;821;150;467;134;134;181;42704;59699
Résidentiel collectif;agglo;63;P2;652;10522;1151;6622;4559;4559;2596;667225;860952
Résidentiel collectif;agglo;63;P3;433;5647;518;3297;1396;1396;1663;347363;449602
Résidentiel collectif;agglo;63;P4;62;891;77;727;608;608;61;58568;73812
Résidentiel collectif;agglo;63;P5;23;339;17;295;133;133;25;20109;25573
Résidentiel collectif;agglo;63;P6;6;176;7;157;141;141;6;12201;15787
Résidentiel collectif;agglo;64;P0;671;2587;473;989;50;50;1025;165697;217076
Résidentiel collectif;agglo;64;P1;581;2213;328;746;101;101;1066;134883;171453
Résidentiel collectif;agglo;64;P2;1645;16784;1778;8784;5089;5059;5895;1117088;1399082
Résidentiel collectif;agglo;64;P3;1000;13566;1393;6506;2943;2943;5361;835476;1085990
Résidentiel collectif;agglo;64;P4;274;5046;415;2592;1355;1355;1730;268475;344156
Résidentiel collectif;agglo;64;P5;49;1167;167;567;316;316;412;68603;92143
Résidentiel collectif;agglo;64;P6;15;294;18;219;156;156;55;20046;25973
Résidentiel collectif;agglo;65;P0;419;1695;511;593;35;20;481;96996;131170
Résidentiel collectif;agglo;65;P1;295;1238;352;518;163;158;330;71938;98542
Résidentiel collectif;agglo;65;P2;1276;8949;1676;3848;1970;1928;2997;568592;723006
Résidentiel collectif;agglo;65;P3;548;5751;661;1874;1304;1298;2776;317195;402060
Résidentiel collectif;agglo;65;P4;161;2119;225;640;443;252;868;109676;145296
Résidentiel collectif;agglo;65;P5;59;1188;184;598;369;369;214;63051;83554
Résidentiel collectif;agglo;65;P6;22;151;27;59;44;44;41;8820;11529
Résidentiel collectif;agglo;66;P0;506;1509;423;653;35;35;369;82522;112307
Résidentiel collectif;agglo;66;P1;211;1071;156;692;474;474;209;55941;71598
Résidentiel collectif;agglo;66;P2;847;6147;894;2673;1141;1141;2431;357389;449946
Résidentiel collectif;agglo;66;P3;618;10255;663;1300;358;358;7839;377517;511467
Résidentiel collectif;agglo;66;P4;216;1721;253;1141;607;607;315;102928;132357
Résidentiel collectif;agglo;66;P5;90;930;71;608;260;260;242;62299;81891
Résidentiel collectif;agglo;66;P6;27;469;71;311;317;317;83;31812;42720
Résidentiel collectif;agglo;67;P0;162;649;100;347;7;7;174;43341;66718
Résidentiel collectif;agglo;67;P1;68;212;25;84;11;11;95;15695;23528
Résidentiel collectif;agglo;67;P2;219;3267;214;2650;2200;62;361;210424;283034
Résidentiel collectif;agglo;67;P3;100;1474;134;1060;479;263;257;93363;126099
Résidentiel collectif;agglo;67;P4;68;713;63;503;315;181;135;50917;67908
Résidentiel collectif;agglo;67;P5;5;37;0;24;12;12;13;2977;4313
Résidentiel collectif;agglo;67;P6;6;502;23;475;488;488;3;35640;41210
Résidentiel collectif;agglo;68;P0;170;600;140;232;11;11;213;39078;61671
Résidentiel collectif;agglo;68;P1;140;414;72;167;57;57;164;27635;44640
Résidentiel collectif;agglo;68;P2;340;3670;430;2251;1807;1641;965;243729;325001
Résidentiel collectif;agglo;68;P3;152;2250;231;1264;603;601;699;148400;195434
Résidentiel collectif;agglo;68;P4;54;1084;112;712;446;446;254;74292;102790
Résidentiel collectif;agglo;68;P5;5;62;12;38;6;6;12;4508;6965
Résidentiel collectif;agglo;68;P6;3;70;1;19;70;70;0;5176;6547
Résidentiel collectif;agglo;69;P0;1302;9517;1415;5569;420;405;2318;498396;683128
Résidentiel collectif;agglo;69;P1;568;5902;864;3958;2786;1665;1015;311169;405177
Résidentiel collectif;agglo;69;P2;462;7089;634;3681;1737;1512;2648;460110;586861
Résidentiel collectif;agglo;69;P3;276;4237;332;2122;1219;1092;1725;308038;410271
Résidentiel collectif;agglo;69;P4;91;1300;96;836;505;440;357;86425;120512
Résidentiel collectif;agglo;69;P5;24;821;79;346;246;229;50;58908;76866
Résidentiel collectif;agglo;69;P6;6;125;9;91;36;36;17;8918;12405
Résidentiel collectif;agglo;70;P0;184;709;179;379;63;63;141;49510;74004
Résidentiel collectif;agglo;70;P1;42;142;28;71;4;4;41;9860;15621
Résidentiel collectif;agglo;70;P2;231;2872;459;2108;1860;1820;241;183711;240775
Résidentiel collectif;agglo;70;P3;124;1192;203;604;396;396;350;78440;104538
Résidentiel collectif;agglo;70;P4;85;753;65;619;441;441;49;50670;64392
Résidentiel collectif;agglo;70;P5;15;200;19;153;29;29;28;12375;14685
Résidentiel collectif;agglo;70;P6;9;108;4;99;56;56;2;7427;9968
Résidentiel collectif;agglo;71;P0;268;952;231;427;58;58;278;57952;87093
Résidentiel collectif;agglo;71;P1;181;667;78;392;277;277;187;40541;62557
Résidentiel collectif;agglo;71;P2;319;6271;1168;4360;4246;4230;694;376566;466509
Résidentiel collectif;agglo;71;P3;245;4095;806;2585;1956;1790;660;263378;331579
Résidentiel collectif;agglo;71;P4;75;916;138;561;396;388;172;64341;86223
Résidentiel collectif;agglo;71;P5;13;234;24;199;156;135;10;14225;18250
Résidentiel collectif;agglo;71;P6;2;82;2;79;36;36;1;5906;6814
Résidentiel collectif;agglo;72;P0;41;158;30;101;2;2;27;7577;11425
Résidentiel collectif;agglo;72;P1;30;216;19;186;160;160;11;11955;14549
Résidentiel collectif;agglo;72;P2;85;2317;321;1873;1971;1971;112;153343;177973
Résidentiel collectif;agglo;72;P3;87;2772;338;2317;2486;2488;66;181196;211947
Résidentiel collectif;agglo;72;P4;16;440;25;271;223;223;33;32405;40990
Résidentiel collectif;agglo;72;P5;2;27;2;25;25;25;0;1564;2316
Résidentiel collectif;agglo;72;P6;1;9;5;2;0;0;0;300;420
Résidentiel collectif;agglo;73;P0;559;2434;503;780;31;31;1049;141891;208257
Résidentiel collectif;agglo;73;P1;303;1276;180;557;192;192;496;74073;109757
Résidentiel collectif;agglo;73;P2;1486;12166;1177;5061;3168;2993;5480;713836;953595
Résidentiel collectif;agglo;73;P3;1173;11730;847;2674;1553;1553;7348;561888;747961
Résidentiel collectif;agglo;73;P4;104;1027;63;336;158;139;578;62535;85114
Résidentiel collectif;agglo;73;P5;35;449;43;288;97;35;114;27460;37421
Résidentiel collectif;agglo;73;P6;5;36;2;7;0;0;23;2686;3920
Résidentiel collectif;agglo;74;P0;772;2926;450;1021;36;36;1276;181994;270490
Résidentiel collectif;agglo;74;P1;826;3569;467;1152;79;74;1789;215062;311901
Résidentiel collectif;agglo;74;P2;2892;24255;2076;8619;2144;2107;12785;1513020;2049111
Résidentiel collectif;agglo;74;P3;2022;27394;2205;8651;2783;2743;15479;1488069;1916563
Résidentiel collectif;agglo;74;P4;194;1791;225;721;122;122;691;104383;153734
Résidentiel collectif;agglo;74;P5;17;212;23;109;16;0;79;14579;22443
Résidentiel collectif;agglo;74;P6;10;195;14;88;39;39;87;9402;15019
Résidentiel collectif;agglo;75;P0;1091;17518;2188;8567;640;553;6119;685213;886786
Résidentiel collectif;agglo;75;P1;97;2940;368;1826;987;987;681;134155;156719
Résidentiel collectif;agglo;75;P2;128;7544;640;4063;2201;2200;2671;414913;547464
Résidentiel collectif;agglo;75;P3;54;3825;312;2649;1889;1792;786;204312;297550
Résidentiel collectif;agglo;75;P4;14;216;22;105;24;0;79;11156;15427
Résidentiel collectif;agglo;75;P6;1;69;40;29;69;69;0;3144;3793
Résidentiel collectif;agglo;76;P0;185;952;219;561;27;27;153;43709;55106
Résidentiel collectif;agglo;76;P1;74;323;75;145;21;21;81;12974;16646
Résidentiel collectif;agglo;76;P2;778;20436;2375;15035;13805;13185;2906;1258592;1541163
Résidentiel collectif;agglo;76;P3;246;8337;1015;6366;5796;5390;922;509112;604671
Résidentiel collectif;agglo;76;P4;60;1478;110;1296;1174;1046;66;101616;121660
Résidentiel collectif;agglo;76;P5;21;509;47;449;404;404;13;35562;41572
Résidentiel collectif;agglo;76;P6;16;424;29;303;294;294;29;28431;37557
Résidentiel collectif;agglo;77;P0;207;841;223;429;31;28;172;41887;57564
Résidentiel collectif;agglo;77;P1;57;322;60;127;0;0;122;15774;22535
Résidentiel collectif;agglo;77;P2;213;3868;427;2819;2617;2305;580;249850;300601
Résidentiel collectif;agglo;77;P3;156;3614;461;1844;1226;1226;1215;241158;306372
Résidentiel collectif;agglo;77;P4;137;2576;281;1679;1033;994;561;149753;181557
Résidentiel collectif;agglo;77;P5;26;607;60;439;299;299;104;39148;44656
Résidentiel collectif;agglo;77;P6;7;106;16;76;53;53;13;6949;7657
Résidentiel collectif;agglo;78;P0;180;1066;172;528;40;40;337;54647;71705
Résidentiel collectif;agglo;78;P1;113;790;111;457;330;322;211;38166;49423
Résidentiel collectif;agglo;78;P2;360;10594;923;5845;4654;3684;3711;640785;798698
Résidentiel collectif;agglo;78;P3;158;5649;433;2757;1748;1607;2399;376994;473454
Résidentiel collectif;agglo;78;P4;42;1225;93;902;781;622;216;81132;102306
Résidentiel collectif;agglo;78;P5;20;468;50;305;142;142;106;28862;38150
Résidentiel collectif;agglo;78;P6;14;372;19;139;121;92;87;21539;30521
Résidentiel collectif;agglo;79;P0;32;147;27;109;12;12;11;6915;9022
Résidentiel collectif;agglo;79;P1;4;14;3;11;0;0;0;747;1015
Résidentiel collectif;agglo;79;P2;91;1484;170;1164;1013;1013;129;93833;111036
Résidentiel collectif;agglo;79;P3;106;1562;151;1265;766;766;119;81681;99581
Résidentiel collectif;agglo;79;P4;17;177;26;148;115;115;2;10201;11992
Résidentiel collectif;agglo;79;P5;5;172;9;156;43;43;5;9392;11922
Résidentiel collectif;agglo;79;P6;4;130;3;106;69;69;0;6766;8428
Résidentiel collectif;agglo;80;P0;43;161;38;89;0;0;31;6227;8496
Résidentiel collectif;agglo;80;P1;22;109;23;47;0;0;21;3877;5062
Résidentiel collectif;agglo;80;P2;133;2028;273;1371;1049;1049;329;122051;169659
Résidentiel collectif;agglo;80;P3;42;774;71;561;375;375;130;45546;57206
Résidentiel collectif;agglo;80;P4;34;853;105;563;443;429;127;49173;61434
Résidentiel collectif;agglo;80;P5;13;218;26;165;124;124;15;14245;16920
Résidentiel collectif;agglo;80;P6;7;128;4;119;12;12;2;8093;9374
Résidentiel collectif;agglo;81;P0;52;181;47;101;27;27;27;11221;14142
Résidentiel collectif;agglo;81;P1;14;38;10;16;4;4;10;2609;3249
Résidentiel collectif;agglo;81;P2;77;731;134;509;483;472;76;47104;59779
Résidentiel collectif;agglo;81;P3;26;405;107;267;172;170;27;20196;26271
Résidentiel collectif;agglo;81;P4;21;515;19;328;96;96;117;21844;29487
Résidentiel collectif;agglo;81;P5;5;179;14;148;25;25;17;9052;10794
Résidentiel collectif;agglo;81;P6;3;69;1;68;69;69;0;4306;5134
Résidentiel collectif;agglo;82;P0;18;49;14;20;0;0;14;3521;4707
Résidentiel collectif;agglo;82;P1;40;107;14;68;2;2;21;6263;7973
Résidentiel collectif;agglo;82;P2;14;79;10;60;44;44;5;5299;6546
Résidentiel collectif;agglo;82;P3;4;48;7;26;6;6;13;3030;4123
Résidentiel collectif;agglo;82;P4;8;134;11;70;16;16;13;10655;13617
Résidentiel collectif;agglo;82;P5;1;70;4;65;70;70;1;5526;6605
Résidentiel collectif;agglo;83;P0;801;3195;542;1306;27;27;1206;178217;236866
Résidentiel collectif;agglo;83;P1;511;2244;295;886;5;5;980;125197;164386
Résidentiel collectif;agglo;83;P2;3505;39943;3700;15877;3898;3438;19338;2466170;3107629
Résidentiel collectif;agglo;83;P3;2824;46619;3599;14213;5446;5053;27228;2435534;3348041
Résidentiel collectif;agglo;83;P4;550;9946;820;3247;1366;1313;5353;542687;793771
Résidentiel collectif;agglo;83;P5;237;4599;541;2544;456;289;1366;274640;400777
Résidentiel collectif;agglo;83;P6;116;1981;136;910;479;479;527;115241;169677
Résidentiel collectif;agglo;84;P0;459;1648;394;825;53;47;381;96872;125283
Résidentiel collectif;agglo;84;P1;154;569;111;301;64;64;134;34092;45353
Résidentiel collectif;agglo;84;P2;1013;13397;1918;8906;6055;5429;2413;868485;1041977
Résidentiel collectif;agglo;84;P3;712;7013;1118;4355;3375;3347;1332;460039;568007
Résidentiel collectif;agglo;84;P4;284;3018;483;1965;869;696;521;164285;217856
Résidentiel collectif;agglo;84;P5;77;1294;170;852;152;152;162;70423;99915
Résidentiel collectif;agglo;84;P6;30;518;27;393;339;300;36;32056;46037
Résidentiel collectif;agglo;85;P0;148;557;68;228;20;20;243;28639;38606
Résidentiel collectif;agglo;85;P1;80;355;29;56;0;0;236;13523;17191
Résidentiel collectif;agglo;85;P2;696;5444;357;1661;987;982;3185;294285;375534
Résidentiel collectif;agglo;85;P3;509;7317;465;1886;1037;983;4727;317110;423083
Résidentiel collectif;agglo;85;P4;100;1682;190;667;273;250;791;75687;101592
Résidentiel collectif;agglo;85;P5;32;573;32;383;115;75;115;32018;42304
Résidentiel collectif;agglo;85;P6;22;290;20;177;138;132;30;15179;20510
Résidentiel collectif;agglo;86;P0;83;359;95;207;21;19;43;17342;22058
Résidentiel collectif;agglo;86;P1;18;59;12;31;0;0;14;3029;4611
Résidentiel collectif;agglo;86;P2;55;1125;183;729;571;571;187;70508;91441
Résidentiel collectif;agglo;86;P3;163;2869;498;1963;1227;1227;268;143898;189822
Résidentiel collectif;agglo;86;P4;166;4416;669;3398;1311;1257;248;186495;236688
Résidentiel collectif;agglo;86;P5;32;944;99;769;264;264;74;55621;66544
Résidentiel collectif;agglo;86;P6;5;138;27;103;74;24;7;8230;9284
Résidentiel collectif;agglo;87;P0;114;593;147;365;47;47;66;28677;38398
Résidentiel collectif;agglo;87;P1;31;365;32;295;273;273;37;19691;23480
Résidentiel collectif;agglo;87;P2;262;7947;1243;5978;6469;6469;630;497229;578041
Résidentiel collectif;agglo;87;P3;150;2884;289;2008;1725;1725;522;186275;229518
Résidentiel collectif;agglo;87;P4;16;893;154;402;486;171;120;43168;54694
Résidentiel collectif;agglo;87;P5;5;184;5;160;94;94;19;11609;15188
Résidentiel collectif;agglo;87;P6;2;121;7;90;74;74;24;8359;11114
Résidentiel collectif;agglo;88;P0;413;1413;294;644;23;23;411;100006;150906
Résidentiel collectif;agglo;88;P1;154;530;88;232;12;12;187;37666;59695
Résidentiel collectif;agglo;88;P2;1323;10560;1614;7133;6208;6087;1548;668204;879050
Résidentiel collectif;agglo;88;P3;485;5582;589;3868;3478;3478;1000;340906;422815
