ffo_bat_usage_niveau_1_txt;ffo_bat_mat_mur_txt;code_departement_insee;periode_construction;sum_batiment;sum_logement;sum_logement_vacant;sum_logement_loue;sum_logement_sociaux;sum_hlm;sum_logement_proprio;sum_shab;sum_sloc
Résidentiel collectif;meuliere;87;P1;70;305;69;139;13;13;82;17953;25602
Résidentiel collectif;meuliere;87;P2;43;222;47;96;0;0;76;13199;17919
Résidentiel collectif;meuliere;87;P3;9;34;9;15;0;0;7;1830;2666
Résidentiel collectif;meuliere;87;P4;3;15;4;11;11;11;0;1168;1198
Résidentiel collectif;meuliere;87;P5;1;15;0;14;0;0;1;849;1889
Résidentiel collectif;meuliere;88;P0;1979;7217;1970;3264;192;192;1801;486227;737413
Résidentiel collectif;meuliere;88;P1;386;1418;385;566;3;3;439;96186;151184
Résidentiel collectif;meuliere;88;P2;394;1595;326;756;235;235;448;114120;176395
Résidentiel collectif;meuliere;88;P3;53;246;41;132;9;9;67;16935;23101
Résidentiel collectif;meuliere;88;P4;26;166;26;114;25;25;23;11370;14485
Résidentiel collectif;meuliere;88;P5;4;31;4;25;0;0;2;2065;2529
Résidentiel collectif;meuliere;88;P6;1;5;0;1;0;0;4;462;692
Résidentiel collectif;meuliere;89;P0;321;1125;301;522;12;12;259;61342;100466
Résidentiel collectif;meuliere;89;P1;19;74;23;35;20;20;14;4560;8023
Résidentiel collectif;meuliere;89;P2;13;43;10;22;0;0;11;2462;3982
Résidentiel collectif;meuliere;89;P3;6;36;5;23;0;0;7;1506;2222
Résidentiel collectif;meuliere;89;P4;4;53;12;40;23;21;1;2573;2760
Résidentiel collectif;meuliere;89;P5;1;3;1;2;0;0;0;202;202
Résidentiel collectif;meuliere;90;P0;200;1143;248;600;66;55;262;74885;109826
Résidentiel collectif;meuliere;90;P1;45;267;42;168;85;85;55;16654;24971
Résidentiel collectif;meuliere;90;P2;44;328;27;263;240;217;33;20227;27206
Résidentiel collectif;meuliere;90;P3;26;393;55;295;262;262;41;27783;32417
Résidentiel collectif;meuliere;90;P4;7;42;6;33;0;0;3;2361;2916
Résidentiel collectif;meuliere;90;P5;3;13;1;8;0;0;4;883;1199
Résidentiel collectif;meuliere;91;P0;881;4375;737;2191;116;112;1358;201280;283363
Résidentiel collectif;meuliere;91;P1;178;898;140;455;4;4;276;42094;60794
Résidentiel collectif;meuliere;91;P2;130;1562;111;1093;621;621;330;85045;115772
Résidentiel collectif;meuliere;91;P3;32;416;54;284;138;138;71;16674;24000
Résidentiel collectif;meuliere;91;P4;16;396;22;299;211;211;73;23118;29443
Résidentiel collectif;meuliere;91;P5;4;36;2;30;0;0;4;2208;3021
Résidentiel collectif;meuliere;91;P6;4;121;5;99;88;88;8;6909;9016
Résidentiel collectif;meuliere;92;P0;1516;15558;1923;7509;605;578;5717;704103;919325
Résidentiel collectif;meuliere;92;P1;373;4658;580;2221;312;301;1696;223369;282859
Résidentiel collectif;meuliere;92;P2;137;3277;252;1797;1044;1044;1181;195892;242045
Résidentiel collectif;meuliere;92;P3;34;1148;76;849;752;752;221;72821;90294
Résidentiel collectif;meuliere;92;P4;23;333;29;125;1;0;177;19413;26731
Résidentiel collectif;meuliere;92;P5;4;29;7;14;0;0;6;1493;2334
Résidentiel collectif;meuliere;92;P6;3;51;7;33;38;38;1;4378;5615
Résidentiel collectif;meuliere;93;P0;958;9020;1600;5028;736;709;2228;354045;466701
Résidentiel collectif;meuliere;93;P1;244;2864;433;1844;1044;1044;548;119025;154580
Résidentiel collectif;meuliere;93;P2;76;2123;163;1426;1109;1109;517;124909;148455
Résidentiel collectif;meuliere;93;P3;25;208;17;129;43;32;56;10333;14603
Résidentiel collectif;meuliere;93;P4;11;114;15;56;17;9;43;6779;8884
Résidentiel collectif;meuliere;93;P5;3;32;2;12;0;0;18;2056;2918
Résidentiel collectif;meuliere;93;P6;1;4;0;0;0;0;4;493;616
Résidentiel collectif;meuliere;94;P0;1450;12301;1743;5736;357;325;4436;553320;740303
Résidentiel collectif;meuliere;94;P1;388;2706;434;1269;276;272;940;122164;158266
Résidentiel collectif;meuliere;94;P2;141;1637;158;915;401;401;550;98061;126117
Résidentiel collectif;meuliere;94;P3;40;1020;61;528;273;273;424;62865;81452
Résidentiel collectif;meuliere;94;P4;12;327;15;229;185;185;80;21024;25012
Résidentiel collectif;meuliere;94;P5;3;53;8;42;17;17;3;2585;4164
Résidentiel collectif;meuliere;94;P6;5;22;3;12;0;0;6;1462;2124
Résidentiel collectif;meuliere;95;P0;413;2184;362;1119;21;21;654;103430;141988
Résidentiel collectif;meuliere;95;P1;83;655;102;311;96;96;174;30738;38339
Résidentiel collectif;meuliere;95;P2;47;870;87;604;501;501;173;52663;66317
Résidentiel collectif;meuliere;95;P3;16;465;86;109;83;83;265;28933;31960
Résidentiel collectif;meuliere;95;P4;8;103;8;67;44;44;25;5750;7813
Résidentiel collectif;meuliere;95;P5;3;14;3;5;0;0;6;1092;1273
Résidentiel collectif;meuliere;95;P6;4;84;8;59;21;21;15;4780;6945
Résidentiel collectif;pierre;01;P0;2689;9713;2446;4240;354;354;2770;639162;965395
Résidentiel collectif;pierre;01;P1;216;885;230;348;12;12;264;57549;86100
Résidentiel collectif;pierre;01;P2;152;555;89;321;110;110;139;36912;54089
Résidentiel collectif;pierre;01;P3;182;1828;269;943;539;539;594;106114;133316
Résidentiel collectif;pierre;01;P4;106;637;145;356;113;113;122;39647;52402
Résidentiel collectif;pierre;01;P5;50;525;85;353;197;197;84;31248;41223
Résidentiel collectif;pierre;01;P6;33;458;99;192;195;195;98;31347;43632
Résidentiel collectif;pierre;02;P0;619;2523;704;1402;32;32;360;135849;199683
Résidentiel collectif;pierre;02;P1;184;763;192;435;11;11;108;44042;68783
Résidentiel collectif;pierre;02;P2;59;332;63;210;78;78;51;20960;29952
Résidentiel collectif;pierre;02;P3;18;103;24;68;39;39;8;5130;7131
Résidentiel collectif;pierre;02;P4;20;135;22;95;13;13;18;8421;10426
Résidentiel collectif;pierre;02;P5;16;156;20;124;11;11;11;9462;12013
Résidentiel collectif;pierre;02;P6;10;38;7;24;0;0;7;2474;4396
Résidentiel collectif;pierre;03;P0;2106;7328;2548;3547;111;111;1074;405206;615147
Résidentiel collectif;pierre;03;P1;388;1676;419;941;177;177;272;94305;129884
Résidentiel collectif;pierre;03;P2;110;699;115;461;144;144;111;41839;54661
Résidentiel collectif;pierre;03;P3;49;411;106;183;56;40;90;26071;32082
Résidentiel collectif;pierre;03;P4;15;162;14;142;21;21;6;9260;12010
Résidentiel collectif;pierre;03;P5;25;435;54;348;40;40;24;24038;29371
Résidentiel collectif;pierre;03;P6;5;28;5;14;0;0;8;2074;3043
Résidentiel collectif;pierre;04;P0;2394;7874;2003;2530;113;102;3030;423571;606671
Résidentiel collectif;pierre;04;P1;222;700;142;237;0;0;273;42061;59747
Résidentiel collectif;pierre;04;P2;281;904;188;258;0;0;406;54560;76240
Résidentiel collectif;pierre;04;P3;276;1054;202;359;34;34;431;59502;81171
Résidentiel collectif;pierre;04;P4;112;1006;145;622;406;406;211;51472;70870
Résidentiel collectif;pierre;04;P5;28;206;36;133;0;0;35;12858;19021
Résidentiel collectif;pierre;04;P6;14;116;13;39;35;30;60;5670;8260
Résidentiel collectif;pierre;05;P0;1752;5461;959;1687;51;51;2471;327733;476849
Résidentiel collectif;pierre;05;P1;202;742;107;291;75;75;305;45224;65852
Résidentiel collectif;pierre;05;P2;236;885;186;215;41;41;397;52657;73575
Résidentiel collectif;pierre;05;P3;141;827;73;167;59;59;521;44286;55266
Résidentiel collectif;pierre;05;P4;66;483;37;143;16;16;256;25543;33028
Résidentiel collectif;pierre;05;P5;27;214;19;116;55;55;76;12933;18393
Résidentiel collectif;pierre;05;P6;11;57;13;9;0;0;27;4375;5981
Résidentiel collectif;pierre;06;P0;6992;36385;5660;11806;646;619;17135;1889987;2575802
Résidentiel collectif;pierre;06;P1;1812;12209;1674;4662;204;202;5248;661409;856159
Résidentiel collectif;pierre;06;P2;707;6040;695;1982;239;239;3113;340882;455384
Résidentiel collectif;pierre;06;P3;300;3985;387;1116;155;155;2212;210297;317832
Résidentiel collectif;pierre;06;P4;205;3122;384;1319;382;382;1344;166194;232630
Résidentiel collectif;pierre;06;P5;68;1473;171;684;67;67;511;76485;114124
Résidentiel collectif;pierre;06;P6;58;1977;156;675;350;350;859;126819;178404
Résidentiel collectif;pierre;07;P0;3882;12907;3823;4828;135;135;3856;772743;1181285
Résidentiel collectif;pierre;07;P1;422;1282;334;423;32;32;495;80620;125379
Résidentiel collectif;pierre;07;P2;379;1053;266;329;22;22;420;68505;100105
Résidentiel collectif;pierre;07;P3;199;789;174;373;162;162;221;45411;62830
Résidentiel collectif;pierre;07;P4;175;1309;219;558;161;162;264;76562;109936
Résidentiel collectif;pierre;07;P5;67;475;81;229;20;20;154;34140;49235
Résidentiel collectif;pierre;07;P6;45;339;57;184;93;93;77;24146;38415
Résidentiel collectif;pierre;08;P0;869;3498;1024;1855;194;194;508;224123;327354
Résidentiel collectif;pierre;08;P1;121;450;123;234;10;10;77;29147;43232
Résidentiel collectif;pierre;08;P2;192;790;155;496;128;128;112;49612;80334
Résidentiel collectif;pierre;08;P3;33;251;45;174;129;129;30;15038;20655
Résidentiel collectif;pierre;08;P4;9;109;29;72;63;63;8;6875;8021
Résidentiel collectif;pierre;09;P0;1558;5292;1231;2535;12;12;1376;306324;429521
Résidentiel collectif;pierre;09;P1;131;422;95;178;0;0;141;25713;35911
Résidentiel collectif;pierre;09;P2;129;403;88;191;10;10;112;25334;34054
Résidentiel collectif;pierre;09;P3;71;412;111;170;44;44;130;21720;29120
Résidentiel collectif;pierre;09;P4;73;455;122;278;48;49;49;26390;35988
Résidentiel collectif;pierre;09;P5;25;107;20;56;10;10;31;9192;10694
Résidentiel collectif;pierre;09;P6;10;77;1;21;47;47;10;5222;7027
Résidentiel collectif;pierre;10;P0;408;1560;499;748;104;104;276;93536;142349
Résidentiel collectif;pierre;10;P1;31;116;38;59;6;6;16;6578;9620
Résidentiel collectif;pierre;10;P2;61;984;183;678;576;576;120;51244;61347
Résidentiel collectif;pierre;10;P3;21;226;67;95;35;25;44;15319;22624
Résidentiel collectif;pierre;10;P4;17;176;20;130;46;42;23;9814;11333
Résidentiel collectif;pierre;10;P5;16;272;21;221;78;78;30;16551;19925
Résidentiel collectif;pierre;10;P6;10;194;24;161;134;134;8;11838;13616
Résidentiel collectif;pierre;11;P0;2870;10960;3116;5220;237;232;2172;649304;877409
Résidentiel collectif;pierre;11;P1;170;547;161;215;0;0;161;33269;44392
Résidentiel collectif;pierre;11;P2;160;529;136;225;4;4;149;33332;43509
Résidentiel collectif;pierre;11;P3;181;1040;172;565;184;184;290;59753;79056
Résidentiel collectif;pierre;11;P4;90;573;75;384;224;224;104;36375;48160
Résidentiel collectif;pierre;11;P5;43;492;97;350;0;0;38;27273;35356
Résidentiel collectif;pierre;11;P6;28;354;78;180;177;177;24;22439;30436
Résidentiel collectif;pierre;12;P0;3350;11326;3478;4210;376;376;3298;667672;1003763
Résidentiel collectif;pierre;12;P1;474;1497;412;543;25;25;492;94345;144259
Résidentiel collectif;pierre;12;P2;579;2061;401;774;83;83;805;137641;205934
Résidentiel collectif;pierre;12;P3;222;844;158;392;99;99;248;53011;77445
Résidentiel collectif;pierre;12;P4;94;383;58;227;48;48;87;24521;33910
Résidentiel collectif;pierre;12;P5;23;195;53;109;45;45;27;9811;14317
Résidentiel collectif;pierre;12;P6;18;97;29;36;20;20;23;5358;7236
Résidentiel collectif;pierre;13;P0;17578;86953;15840;45263;2095;1834;22875;4345565;5614878
Résidentiel collectif;pierre;13;P1;2630;14846;2242;7692;3492;1605;4470;789059;959472
Résidentiel collectif;pierre;13;P2;1412;21386;2091;11920;6530;6491;6910;1375850;1749411
Résidentiel collectif;pierre;13;P3;384;4843;450;2547;1459;1089;1656;272016;344152
Résidentiel collectif;pierre;13;P4;343;5573;722;3416;1862;1531;1078;276696;369974
Résidentiel collectif;pierre;13;P5;97;1986;223;1176;512;497;444;118133;171496
Résidentiel collectif;pierre;13;P6;78;3267;253;1642;806;806;440;176151;248280
Résidentiel collectif;pierre;14;P0;1097;5562;1065;3070;65;65;1296;243203;327316
Résidentiel collectif;pierre;14;P1;72;319;51;185;11;11;83;13904;18477
Résidentiel collectif;pierre;14;P2;631;6196;864;3985;2137;2135;1237;360758;497013
Résidentiel collectif;pierre;14;P3;84;1934;202;866;157;157;833;97916;130255
Résidentiel collectif;pierre;14;P4;36;373;46;229;91;91;90;21458;31001
Résidentiel collectif;pierre;14;P5;12;203;28;134;60;60;39;12091;17684
Résidentiel collectif;pierre;14;P6;12;254;59;170;100;100;22;14606;20425
Résidentiel collectif;pierre;15;P0;2169;7251;2055;2805;115;115;2153;417813;609792
Résidentiel collectif;pierre;15;P1;312;968;289;341;9;9;313;59051;92231
Résidentiel collectif;pierre;15;P2;313;1027;252;411;50;50;313;65232;97192
Résidentiel collectif;pierre;15;P3;124;533;130;242;109;109;137;30489;39379
Résidentiel collectif;pierre;15;P4;93;480;80;295;172;172;89;28021;34688
Résidentiel collectif;pierre;15;P5;11;32;5;19;3;3;6;2710;2985
Résidentiel collectif;pierre;15;P6;3;7;4;1;0;0;0;398;726
Résidentiel collectif;pierre;16;P0;595;2205;591;1309;21;18;254;113514;152696
Résidentiel collectif;pierre;16;P1;26;84;27;48;5;0;9;4676;6419
Résidentiel collectif;pierre;16;P2;54;363;71;251;149;149;36;23123;29205
Résidentiel collectif;pierre;16;P3;32;391;52;320;237;232;14;21521;26668
Résidentiel collectif;pierre;16;P4;35;261;37;200;58;58;20;13933;18759
Résidentiel collectif;pierre;16;P5;7;66;11;48;0;0;7;3627;4745
Résidentiel collectif;pierre;16;P6;4;83;6;77;0;0;0;2331;3565
Résidentiel collectif;pierre;17;P0;1691;7485;1394;4010;66;58;1505;377816;501798
Résidentiel collectif;pierre;17;P1;82;319;43;159;12;12;86;15045;20353
Résidentiel collectif;pierre;17;P2;123;583;84;270;86;86;202;35468;44888
Résidentiel collectif;pierre;17;P3;123;842;82;477;201;150;215;42671;53334
Résidentiel collectif;pierre;17;P4;88;1412;114;890;217;186;322;59916;81239
Résidentiel collectif;pierre;17;P5;31;514;38;370;211;208;103;29697;40041
Résidentiel collectif;pierre;17;P6;14;216;33;66;8;8;27;11792;16693
Résidentiel collectif;pierre;18;P0;1551;5439;1747;2577;80;80;1001;289595;433211
Résidentiel collectif;pierre;18;P1;105;353;111;166;28;28;64;19099;28597
Résidentiel collectif;pierre;18;P2;96;1247;302;891;896;896;37;73978;88352
Résidentiel collectif;pierre;18;P3;28;142;34;70;30;18;29;8799;12200
Résidentiel collectif;pierre;18;P4;22;108;35;62;12;12;7;6386;7845
Résidentiel collectif;pierre;18;P5;3;22;1;18;16;16;3;1428;2115
Résidentiel collectif;pierre;18;P6;2;66;16;6;0;0;44;3927;4370
Résidentiel collectif;pierre;19;P0;1902;6126;1992;2561;59;59;1404;350576;540149
Résidentiel collectif;pierre;19;P1;752;2442;728;1046;130;130;616;135718;210003
Résidentiel collectif;pierre;19;P2;457;1387;293;649;119;119;403;90057;135440
Résidentiel collectif;pierre;19;P3;86;300;76;146;50;50;66;18048;25613
Résidentiel collectif;pierre;19;P4;66;341;60;257;147;147;23;18347;23916
Résidentiel collectif;pierre;19;P5;9;75;11;54;0;0;10;4596;5049
Résidentiel collectif;pierre;19;P6;6;22;7;9;0;0;4;1393;2724
Résidentiel collectif;pierre;21;P0;3320;15862;3228;7794;322;314;4430;879073;1342736
Résidentiel collectif;pierre;21;P1;369;1935;240;965;126;125;690;115034;166337
Résidentiel collectif;pierre;21;P2;234;2453;329;1134;316;275;944;153099;211403
Résidentiel collectif;pierre;21;P3;87;1068;164;642;220;220;241;62459;81398
Résidentiel collectif;pierre;21;P4;100;2896;322;1661;460;460;885;163436;222131
Résidentiel collectif;pierre;21;P5;37;657;53;423;83;83;177;42714;58503
Résidentiel collectif;pierre;21;P6;18;269;22;190;84;84;54;15515;21041
Résidentiel collectif;pierre;22;P0;1516;5820;1372;3038;67;67;1202;295574;420458
Résidentiel collectif;pierre;22;P1;284;1120;222;465;52;52;319;54794;76440
Résidentiel collectif;pierre;22;P2;154;822;150;404;177;177;246;45288;60245
Résidentiel collectif;pierre;22;P3;117;734;120;359;116;116;209;34624;46364
Résidentiel collectif;pierre;22;P4;129;743;107;550;44;44;64;33353;40208
Résidentiel collectif;pierre;22;P5;11;60;7;47;4;4;5;3492;3915
Résidentiel collectif;pierre;22;P6;7;45;8;25;0;0;11;2908;4166
Résidentiel collectif;pierre;23;P0;943;3055;1147;1202;32;32;607;171415;264118
Résidentiel collectif;pierre;23;P1;109;427;193;149;0;0;74;22004;33791
Résidentiel collectif;pierre;23;P2;72;329;93;183;80;80;34;19069;26648
Résidentiel collectif;pierre;23;P3;41;300;76;176;153;153;29;16768;21887
Résidentiel collectif;pierre;23;P4;28;166;81;71;84;84;10;7756;10118
Résidentiel collectif;pierre;23;P5;1;2;1;1;0;0;0;140;206
Résidentiel collectif;pierre;23;P6;2;4;2;2;0;0;0;273;363
Résidentiel collectif;pierre;24;P0;1555;5541;1634;2783;114;114;926;302833;425875
Résidentiel collectif;pierre;24;P1;113;371;95;187;52;52;79;20518;29317
Résidentiel collectif;pierre;24;P2;177;956;183;412;168;134;247;60060;82748
Résidentiel collectif;pierre;24;P3;114;591;137;351;76;76;87;30782;43232
Résidentiel collectif;pierre;24;P4;39;169;36;112;21;21;17;9328;12888
Résidentiel collectif;pierre;24;P5;11;169;26;120;0;0;23;8981;12229
Résidentiel collectif;pierre;24;P6;5;22;1;13;8;8;0;1353;2090
Résidentiel collectif;pierre;25;P0;5126;22013;4594;10594;169;127;6221;1446511;2151483
Résidentiel collectif;pierre;25;P1;678;2933;483;1420;121;121;948;189662;281898
Résidentiel collectif;pierre;25;P2;346;1624;238;797;11;11;559;109595;162909
Résidentiel collectif;pierre;25;P3;213;1574;230;781;127;127;538;98054;131245
Résidentiel collectif;pierre;25;P4;166;1715;218;924;142;142;545;102205;141927
Résidentiel collectif;pierre;25;P5;41;382;43;213;41;41;115;26298;38490
Résidentiel collectif;pierre;25;P6;36;399;35;195;38;38;109;25186;40997
Résidentiel collectif;pierre;26;P0;2696;9849;2273;5066;389;389;2272;602232;871070
Résidentiel collectif;pierre;26;P1;126;423;79;195;21;21;137;26929;38438
Résidentiel collectif;pierre;26;P2;153;526;102;251;42;36;153;32901;46373
Résidentiel collectif;pierre;26;P3;133;859;129;433;147;141;280;56890;75505
Résidentiel collectif;pierre;26;P4;150;1252;152;779;339;339;254;75969;100164
Résidentiel collectif;pierre;26;P5;76;452;55;296;74;74;82;30944;41647
Résidentiel collectif;pierre;26;P6;33;185;27;78;51;51;50;12118;17788
Résidentiel collectif;pierre;27;P0;176;697;178;402;5;5;98;34209;46567
Résidentiel collectif;pierre;27;P1;11;68;18;45;0;0;2;2587;3174
Résidentiel collectif;pierre;27;P2;30;267;34;206;162;162;25;16308;20315
Résidentiel collectif;pierre;27;P3;12;164;21;131;128;48;11;11109;13182
Résidentiel collectif;pierre;27;P4;14;110;43;60;37;37;7;4913;6080
Résidentiel collectif;pierre;27;P5;8;107;11;65;0;0;28;6962;8890
Résidentiel collectif;pierre;27;P6;2;6;2;3;0;0;1;287;541
Résidentiel collectif;pierre;28;P0;646;2458;612;1290;56;56;500;127262;186716
Résidentiel collectif;pierre;28;P1;28;106;24;54;3;3;25;5879;8146
Résidentiel collectif;pierre;28;P2;33;339;60;135;31;25;144;19750;27824
Résidentiel collectif;pierre;28;P3;22;341;63;256;5;5;15;24033;26954
Résidentiel collectif;pierre;28;P4;7;65;14;41;0;0;10;3132;4557
Résidentiel collectif;pierre;28;P5;7;79;12;55;16;16;12;4742;7207
Résidentiel collectif;pierre;28;P6;10;36;7;27;8;8;1;2489;4053
Résidentiel collectif;pierre;29;P0;1072;3975;996;1875;118;108;919;202141;277737
Résidentiel collectif;pierre;29;P1;365;1183;312;441;7;7;386;60721;84519
Résidentiel collectif;pierre;29;P2;228;892;181;374;3;3;297;51535;71619
Résidentiel collectif;pierre;29;P3;116;625;107;406;196;196;77;30796;38368
Résidentiel collectif;pierre;29;P4;70;327;61;182;67;67;68;18005;22450
Résidentiel collectif;pierre;29;P5;19;187;13;58;22;22;36;9468;13931
Résidentiel collectif;pierre;29;P6;11;59;4;33;16;16;16;3638;4838
Résidentiel collectif;pierre;2A;P0;4070;13542;2651;2447;39;33;7465;666815;919877
Résidentiel collectif;pierre;2A;P1;539;2549;444;645;22;22;1329;152140;197743
Résidentiel collectif;pierre;2A;P2;401;2497;312;801;101;101;1228;172110;216720
Résidentiel collectif;pierre;2A;P3;117;598;65;210;95;0;273;36248;48502
Résidentiel collectif;pierre;2A;P4;29;144;26;54;0;0;56;7783;10721
Résidentiel collectif;pierre;2A;P5;5;115;8;43;0;0;61;6759;7640
Résidentiel collectif;pierre;2A;P6;3;16;5;6;0;0;3;1073;1304
Résidentiel collectif;pierre;2B;P0;6282;20062;3731;3194;15;0;11583;996661;1414480
Résidentiel collectif;pierre;2B;P1;415;2085;424;476;43;39;1075;135638;172858
Résidentiel collectif;pierre;2B;P2;220;960;161;233;42;42;501;56280;75518
Résidentiel collectif;pierre;2B;P3;130;510;86;126;0;0;268;33921;42807
Résidentiel collectif;pierre;2B;P4;45;359;37;204;0;0;110;22388;29673
Résidentiel collectif;pierre;2B;P5;37;630;49;110;0;0;174;29494;40913
Résidentiel collectif;pierre;2B;P6;15;137;21;59;0;0;53;7800;11736
Résidentiel collectif;pierre;30;P0;4708;19045;4334;9826;237;173;4385;1056271;1448895
Résidentiel collectif;pierre;30;P1;412;1533;340;784;56;52;367;92099;120867
Résidentiel collectif;pierre;30;P2;417;2320;351;1406;766;733;505;151828;196851
Résidentiel collectif;pierre;30;P3;271;1425;209;713;270;270;453;78327;110588
Résidentiel collectif;pierre;30;P4;206;1650;229;1132;424;404;248;86434;121407
Résidentiel collectif;pierre;30;P5;97;999;68;392;106;106;415;54839;75911
Résidentiel collectif;pierre;30;P6;66;626;48;421;263;263;42;32076;43448
Résidentiel collectif;pierre;31;P0;1088;4277;1053;1709;42;42;1386;241019;329986
Résidentiel collectif;pierre;31;P1;120;587;105;200;9;9;271;31880;44012
Résidentiel collectif;pierre;31;P2;97;490;89;219;6;6;177;31054;40997
Résidentiel collectif;pierre;31;P3;71;746;138;368;84;84;228;40647;48476
Résidentiel collectif;pierre;31;P4;70;1575;201;817;250;250;538;72285;95381
Résidentiel collectif;pierre;31;P5;58;1351;227;807;411;411;161;70459;94323
Résidentiel collectif;pierre;31;P6;30;1300;93;896;270;270;180;72045;92968
Résidentiel collectif;pierre;32;P0;760;2738;769;1475;46;46;415;171490;225423
Résidentiel collectif;pierre;32;P1;22;101;24;34;0;0;16;7072;8378
Résidentiel collectif;pierre;32;P2;35;144;27;98;27;27;18;8753;11208
Résidentiel collectif;pierre;32;P3;43;217;37;123;47;47;24;11544;14770
Résidentiel collectif;pierre;32;P4;38;172;33;128;46;46;9;9767;11867
Résidentiel collectif;pierre;32;P5;11;228;44;167;16;16;17;13364;15538
Résidentiel collectif;pierre;32;P6;5;18;7;11;11;11;0;932;1173
Résidentiel collectif;pierre;33;P0;9849;43701;7738;27695;1014;1005;7107;2264686;2945980
Résidentiel collectif;pierre;33;P1;470;1830;304;1027;32;32;453;92997;119263
Résidentiel collectif;pierre;33;P2;286;3160;309;2040;585;585;735;178226;223426
Résidentiel collectif;pierre;33;P3;243;3398;470;2100;329;329;762;153861;193083
Résidentiel collectif;pierre;33;P4;192;2060;278;1425;214;194;326;100367;122891
Résidentiel collectif;pierre;33;P5;73;1548;182;1147;455;455;205;86135;115569
Résidentiel collectif;pierre;33;P6;58;911;67;574;200;200;112;49139;63773
Résidentiel collectif;pierre;34;P0;7861;31845;7441;14965;423;418;8351;1784236;2467884
Résidentiel collectif;pierre;34;P1;706;2833;553;1261;56;56;928;159160;215324
Résidentiel collectif;pierre;34;P2;629;5029;705;2965;1572;1572;1220;330846;424019
Résidentiel collectif;pierre;34;P3;461;7549;818;2949;449;449;3366;344020;486211
Résidentiel collectif;pierre;34;P4;340;6612;836;3998;1279;1279;1410;326813;450669
Résidentiel collectif;pierre;34;P5;151;2454;334;1554;474;474;290;130068;187764
Résidentiel collectif;pierre;34;P6;89;1580;263;930;470;470;215;90401;131795
Résidentiel collectif;pierre;35;P0;3334;15102;2803;6899;261;258;4853;787086;1136552
Résidentiel collectif;pierre;35;P1;516;2746;547;1251;155;152;855;136620;197457
Résidentiel collectif;pierre;35;P2;470;3206;354;1237;349;349;1441;201449;284984
Résidentiel collectif;pierre;35;P3;137;1241;168;684;275;275;366;64454;87162
Résidentiel collectif;pierre;35;P4;101;589;95;400;81;81;89;30414;39033
Résidentiel collectif;pierre;35;P5;14;112;12;73;5;5;27;6606;8981
Résidentiel collectif;pierre;35;P6;11;178;10;121;0;0;36;9887;12431
Résidentiel collectif;pierre;36;P0;682;2044;736;848;58;58;410;109280;173992
Résidentiel collectif;pierre;36;P1;97;338;114;148;13;13;65;16984;26329
Résidentiel collectif;pierre;36;P2;77;358;109;151;39;30;88;24117;33146
Résidentiel collectif;pierre;36;P3;40;236;57;144;110;110;34;13327;18295
Résidentiel collectif;pierre;36;P4;26;208;48;133;137;138;12;12031;15149
Résidentiel collectif;pierre;36;P5;1;56;10;17;56;56;13;4193;6870
Résidentiel collectif;pierre;36;P6;3;35;0;8;27;27;1;2089;4395
Résidentiel collectif;pierre;37;P0;1447;6311;1256;3631;153;127;1260;297646;423400
Résidentiel collectif;pierre;37;P1;144;563;78;321;0;0;152;25775;34795
Résidentiel collectif;pierre;37;P2;154;2856;246;2142;1735;1435;439;184960;228383
Résidentiel collectif;pierre;37;P3;75;1732;265;1224;809;534;229;94604;111164
Résidentiel collectif;pierre;37;P4;26;296;43;214;7;7;36;11475;14469
Résidentiel collectif;pierre;37;P5;5;134;19;86;0;0;29;8944;11505
Résidentiel collectif;pierre;37;P6;7;91;5;27;23;23;10;5299;7613
Résidentiel collectif;pierre;38;P0;4436;20293;4226;9508;847;832;6033;1198716;1727175
Résidentiel collectif;pierre;38;P1;377;2233;376;1027;132;132;765;134633;191426
Résidentiel collectif;pierre;38;P2;279;1823;285;856;246;246;613;105155;144532
Résidentiel collectif;pierre;38;P3;267;2198;258;971;455;441;821;128335;164902
Résidentiel collectif;pierre;38;P4;169;2552;243;1135;379;379;997;132941;175110
Résidentiel collectif;pierre;38;P5;75;1703;157;1084;551;518;380;103844;155599
Résidentiel collectif;pierre;38;P6;79;1084;134;469;121;109;301;69762;98536
Résidentiel collectif;pierre;39;P0;4342;15152;3872;6190;91;91;4539;1058141;1610584
Résidentiel collectif;pierre;39;P1;309;1068;210;444;12;12;377;72408;107629
Résidentiel collectif;pierre;39;P2;245;1129;217;457;68;66;397;76103;108597
Résidentiel collectif;pierre;39;P3;163;750;134;382;51;51;203;48650;66048
Résidentiel collectif;pierre;39;P4;62;284;52;188;8;8;39;19129;24436
Résidentiel collectif;pierre;39;P5;24;114;10;61;0;0;37;9053;12111
Résidentiel collectif;pierre;39;P6;15;84;10;32;0;0;38;6357;10483
Résidentiel collectif;pierre;40;P0;599;2278;579;1212;45;43;416;141409;189562
Résidentiel collectif;pierre;40;P1;42;191;39;90;0;0;55;10581;15245
Résidentiel collectif;pierre;40;P2;33;134;24;73;4;4;32;8524;11203
Résidentiel collectif;pierre;40;P3;48;505;88;211;12;12;194;23159;29261
Résidentiel collectif;pierre;40;P4;19;151;28;92;47;47;30;8188;10423
Résidentiel collectif;pierre;40;P5;19;201;24;145;0;0;32;11181;16850
Résidentiel collectif;pierre;40;P6;18;231;8;128;60;60;48;14192;20368
